﻿year,quarter,region,area,level_of_edu,value,unit,source
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",61.18,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"08. อุดมศึกษา สายวิชาการ",82.33,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"09. อุดมศึกษา สายวิชาชีพ",83.65,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"10. อุดมศึกษา สายวิชาการศึกษา",64.21,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"11. อื่น ๆ",96.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,รวม,"12. ไม่ทราบ",87.04,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล",รวม,67.31,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","01. ไม่มีการศึกษา",56.13,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",39.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","03. ประถมศึกษา",71.23,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","04. มัธยมศึกษาตอนต้น",64.59,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",68.16,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",67.91,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",38.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",81.46,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","09. อุดมศึกษา สายวิชาชีพ",81.88,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","10. อุดมศึกษา สายวิชาการศึกษา",59.49,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","11. อื่น ๆ",98.64,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"1) ในเขตเทศบาล","12. ไม่ทราบ",85.29,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล",รวม,66.71,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล","01. ไม่มีการศึกษา",43.10,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล","02. ต่ำกว่าประถมศึกษา",43.68,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล","03. ประถมศึกษา",74.53,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล","04. มัธยมศึกษาตอนต้น",63.90,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล","05. มัธยมศึกษาตอนปลาย สายสามัญ",74.92,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล","06. มัธยมศึกษาตอนปลาย สายอาชีวศึกษา",74.07,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล","07. มัธยมศึกษาตอนปลาย สายวิชาการศึกษา",83.72,ร้อยละ,สำนักงานสถิติแห่งชาติ
2568,"ไตรมาส 3",ทั่วราชอาณาจักร,"2) นอกเขตเทศบาล","08. อุดมศึกษา สายวิชาการ",83.89,ร้อยละ,สำนักงานสถิติแห่งชาติ
